# Command : grdtrack out_i.dat -GWGM2012_ETOPO1_ponc_2min.grd -h
# Command : grdtrack out_b.dat -GWGM2012_Isostatic_ponc_2min.grd -h
# Command : grdtrack Hauraki_profile_FA.dat -GWGM2012_Bouguer_ponc_2min.grd -h
173.079595	-38.086029	6.959411	275.246195635	20.104448749	-1272.10674
173.093149	-38.10278	5.574172	272.598591052	18.9383815231	-1252.64577153
173.106704	-38.119531	4.424355	270.791189281	18.6700361823	-1248.68015454
173.120258	-38.136282	3.843527	269.691692402	19.1681190777	-1249.51391006
173.133812	-38.153033	3.897064	269.202153541	20.3344299986	-1248.69939757
173.147366	-38.169784	4.365575	268.679343708	21.5247408371	-1238.47734185
173.160921	-38.186535	5.087166	267.910351025	22.5244860811	-1219.62547633
173.174475	-38.203286	5.567370	266.471079517	22.9039185192	-1192.39762534
173.188029	-38.220037	5.510001	264.035905524	22.3339403568	-1156.63733111
173.201584	-38.236788	5.081373	260.708206168	20.9080318823	-1113.31836169
173.215138	-38.25354	4.473135	256.653846895	18.7855589523	-1061.47926874
173.228692	-38.270291	4.482334	252.541963395	16.6215746989	-1001.04175429
173.242246	-38.287042	5.592078	248.746219695	14.7794105314	-926.428609424
173.255801	-38.303793	8.475618	245.589289737	13.5665156558	-832.220362354
173.269355	-38.320544	13.137208	242.79372884	12.6934993962	-712.232883708
173.282909	-38.337295	19.415488	239.825552699	11.6089727255	-562.784792346
173.296464	-38.354046	26.645654	236.664070358	10.2830252975	-397.629998254
173.310018	-38.370797	33.541946	234.544612777	9.93523774975	-262.415762941
173.323572	-38.387548	39.576799	234.071843822	11.1639885741	-171.974170832
173.337126	-38.404299	43.748025	235.266124831	13.9803067042	-134.183056302
173.350681	-38.42105	46.061438	237.322608019	17.5765393157	-137.56121885
173.364235	-38.437801	46.614912	238.212580069	19.919869319	-146.680302613
173.377789	-38.454552	45.716966	237.509707841	20.5845878346	-151.404842436
173.391344	-38.471303	43.908927	235.6766132	20.0354167063	-152.44772254
173.404898	-38.488054	41.767943	233.117820693	18.6786464891	-147.812880715
173.418452	-38.504805	39.581494	230.723324151	17.4097712287	-144.630428936
173.432006	-38.521556	37.769588	228.868854023	16.6083644387	-143.228641752
173.445561	-38.538307	36.279188	227.529303141	16.2562106935	-147.167237235
173.459115	-38.555058	35.040170	226.911068469	16.5635142279	-155.778107982
173.472669	-38.571809	33.905414	225.959400962	16.4816260478	-158.07071172
173.486224	-38.58856	32.692744	224.350889846	15.691064672	-153.174157974
173.499778	-38.605312	31.297884	222.570886926	14.6834697355	-145.554527866
173.513332	-38.622063	29.755042	220.192491989	13.0354999812	-136.334551251
173.526886	-38.638814	28.060517	218.025462776	11.5625857274	-131.365925664
173.540441	-38.655565	26.482577	216.516639285	10.7147947326	-132.663984251
173.553995	-38.672316	25.070555	215.197894401	10.0286575243	-135.632176796
173.567549	-38.689067	24.042030	214.279101887	9.71624410545	-137.735960033
173.581104	-38.705818	23.315015	213.698192567	9.71991910136	-138.901630295
173.594658	-38.722569	22.785027	213.177303734	9.76426167355	-138.47996446
173.608212	-38.73932	22.146628	212.449335947	9.58612829084	-137.508724236
173.621766	-38.756071	21.218914	211.569773419	9.24316412826	-137.609414017
173.635321	-38.772822	19.762781	210.190082805	8.39058759952	-138.553113396
173.648875	-38.789573	17.499522	208.011595566	6.73137636292	-139.470754984
173.662429	-38.806324	15.020811	205.409077889	4.64411830428	-138.482667756
173.675984	-38.823075	12.133933	202.226792581	1.97555170517	-136.550540385
173.689538	-38.839826	10.004233	200.022248474	0.286057018518	-133.941367035
173.703092	-38.856577	8.680474	198.415699364	-0.802659833954	-131.424053218
173.716646	-38.873328	8.527189	198.044257541	-0.649701704773	-128.931396549
173.730201	-38.890079	9.537825	198.961919612	0.801728382818	-126.033894735
173.743755	-38.90683	10.757228	200.041357684	2.42706303481	-123.995850997
173.757309	-38.923581	12.023936	201.411942687	4.35798686229	-123.138432031
173.770863	-38.940333	12.262228	201.679098689	5.20303246751	-123.159105065
173.784418	-38.957084	11.385902	200.631282973	4.75349381849	-123.137757714
173.797972	-38.973835	9.462285	198.712514346	3.45547565985	-120.904879883
173.811526	-38.990586	6.861246	195.731324905	1.12002180861	-117.018187956
173.825081	-39.007337	4.469974	192.791721191	-1.14778865967	-112.534313334
173.838635	-39.024088	2.695889	190.796598769	-2.44296660792	-107.760884799
173.852189	-39.040839	2.242408	189.477370595	-3.03535471323	-97.3599676598
173.865743	-39.05759	2.706959	188.359728375	-3.39786942783	-75.8589139788
173.879298	-39.074341	4.000157	188.351956497	-2.62639840711	-53.5897928623
173.892852	-39.091092	5.430871	189.409005445	-0.764970505991	-50.1943020092
173.906406	-39.107843	7.139451	189.545139161	0.188067214968	-29.6831410145
173.919961	-39.124594	9.405267	188.350392869	-0.181904987714	15.1669085201
173.933515	-39.141345	12.916052	186.012192343	-1.71686859129	73.1434987456
173.947069	-39.158096	18.765376	175.189959165	-11.8388046212	271.815188237
173.960623	-39.174847	28.576689	168.116024091	-18.2307974941	466.549976348
173.974178	-39.191598	42.983605	183.623758542	-1.87997482941	382.288400623
173.987732	-39.208349	60.666413	185.595975627	0.756664666638	490.311006729
174.001286	-39.2251	81.005657	167.8965142	-16.4997903119	829.515427737
174.014841	-39.241851	99.325999	165.876307	-18.0006194386	987.742066701
174.028395	-39.258602	114.805367	183.11331682	-0.122748748623	909.351264772
174.041949	-39.275353	122.683588	171.899174227	-10.9724766181	1089.66475522
174.055503	-39.292105	122.660208	130.42535184	-52.6003179184	1821.72532252
