# Command : grdtrack out_i.dat -GWGM2012_ETOPO1_ponc_2min.grd -h
# Command : grdtrack out_b.dat -GWGM2012_Isostatic_ponc_2min.grd -h
# Command : grdtrack Mid_Atlantic_profile_FA.dat -GWGM2012_Bouguer_ponc_2min.grd -h
-53.857041	29.789059	-24.558828	522.577312895	-15.2072794331	-5683.38152396
-53.840356	29.785624	-25.798663	522.57856176	-15.148216721	-5697.48139969
-53.823671	29.782189	-27.033165	521.179428179	-16.471362115	-5698.97924117
-53.806985	29.778754	-28.197031	518.180455455	-19.3773451007	-5687.2815445
-53.7903	29.775319	-29.178544	515.469780306	-21.9675007145	-5672.05648523
-53.773615	29.771883	-29.971215	513.760794961	-23.530583163	-5658.63795376
-53.75693	29.768448	-30.461368	514.173322816	-22.9400075324	-5652.56145478
-53.740244	29.765013	-30.707136	516.17993732	-20.7258228873	-5654.49958503
-53.723559	29.761578	-30.663550	515.041006902	-21.6241583883	-5645.62886867
-53.706874	29.758143	-30.423143	511.639570411	-24.7554764788	-5629.86544307
-53.690189	29.754707	-30.023042	510.944496583	-25.1567015686	-5625.21400861
-53.673503	29.751272	-29.538995	512.026315794	-23.7614725271	-5631.0099418
-53.656818	29.747837	-29.042424	513.542647337	-21.9233546714	-5638.06871552
-53.640133	29.744402	-28.545506	515.321521081	-19.8176608403	-5642.99875224
-53.623448	29.740967	-28.119824	516.106215288	-18.7153620287	-5631.15410397
-53.606762	29.737531	-27.693945	515.553835647	-18.9619025322	-5602.50092742
-53.590077	29.734096	-27.224019	513.26699333	-20.9707358244	-5558.89829182
-53.573392	29.730661	-26.606947	511.1176575	-22.8706803693	-5508.01499695
-53.556707	29.727226	-25.695482	513.698975842	-20.0808708982	-5482.25083126
-53.540021	29.723791	-24.431001	519.392913007	-14.2222275419	-5468.76196447
-53.523336	29.720355	-22.720867	525.980438137	-7.52471386402	-5426.22519122
-53.506651	29.71692	-20.586596	531.34432384	-2.10796219453	-5346.98110606
-53.489966	29.713485	-18.188092	517.055205279	-16.4034672042	-5148.55093485
-53.47328	29.71005	-15.597931	491.630541732	-41.8950853833	-4881.1931544
-53.456595	29.706615	-13.194941	485.643197434	-48.000734157	-4811.65487862
-53.43991	29.703179	-11.051209	493.43295845	-40.3804041235	-4905.81352327
-53.423225	29.699744	-9.552612	516.564234283	-17.4491756469	-5073.53872921
-53.406539	29.696309	-8.714313	548.775715196	14.5341471732	-5285.53547289
-53.389854	29.692874	-8.725341	545.770452712	11.2990762146	-5314.12485684
-53.373169	29.689439	-9.579475	520.722895937	-13.9779299395	-5226.11626058
-53.356484	29.686003	-11.146195	510.925791604	-23.9767956831	-5211.12739152
-53.339798	29.682568	-13.393057	509.557591071	-25.5168639058	-5240.05439677
-53.323113	29.679133	-15.874167	512.295264349	-22.9020131044	-5330.45116032
-53.306428	29.675698	-18.555081	517.68899862	-17.5800451229	-5453.31293324
-53.289743	29.672263	-20.847073	523.762776721	-11.5208792263	-5559.13868962
-53.273057	29.668827	-22.741748	530.572750141	-4.66712799459	-5650.60288513
-53.256372	29.665392	-23.798111	532.006350455	-3.14198767468	-5666.26142635
-53.239687	29.661957	-24.079134	529.144201282	-5.86611777577	-5621.0547702
-53.223002	29.658522	-23.571725	519.43043906	-15.4207493143	-5508.69821072
-53.206316	29.655087	-22.336827	506.505294037	-28.1648624414	-5356.06990718
-53.189631	29.651651	-20.738693	505.008634705	-29.4917078976	-5258.05406401
-53.172946	29.648216	-18.794387	510.36115988	-23.9787592886	-5195.38966314
-53.156261	29.644781	-17.040708	513.183604389	-21.036771322	-5147.45641579
-53.139575	29.641346	-15.439987	514.166458828	-19.9717622103	-5104.92940666
-53.12289	29.637911	-14.488124	513.492062375	-20.6240429504	-5062.69884779
-53.106205	29.634475	-14.085658	511.423616264	-22.7255004553	-5021.36598759
-53.08952	29.63104	-14.454233	508.766080673	-25.4785427189	-4997.34150496
-53.072834	29.627605	-15.510567	505.883534814	-28.5149415589	-4993.01527644
-53.056149	29.62417	-17.097345	504.104203437	-30.497529612	-5039.1683014
-53.039464	29.620735	-19.104998	504.288464122	-30.5609817227	-5128.05580009
-53.022779	29.617299	-21.148983	509.149209575	-25.9717553045	-5254.77708001
-53.006093	29.613864	-23.206653	515.046038457	-20.3675363886	-5399.50552481
-52.989408	29.610429	-24.919919	518.166585324	-17.5359246166	-5497.34156583
-52.972723	29.606994	-26.359556	520.387470384	-15.6006097592	-5565.22086234
-52.956038	29.603559	-27.319933	519.410338233	-16.839148903	-5592.88935586
-52.939352	29.600123	-27.898474	516.854600067	-19.6355229407	-5592.29549602
-52.922667	29.596688	-28.041062	515.910769955	-20.7858760514	-5580.51479439
-52.905982	29.593253	-27.807220	515.554313023	-21.3193885291	-5554.44659761
-52.889297	29.589818	-27.243664	515.847009316	-21.1704240894	-5523.82867854
-52.872611	29.586383	-26.380063	516.148351689	-20.9855063128	-5483.46663194
-52.855926	29.582947	-25.280437	515.719781422	-21.5064477231	-5429.18374192
-52.839241	29.579512	-23.944915	514.575481358	-22.7245708694	-5363.35685509
-52.822556	29.576077	-22.508635	512.904460846	-24.4560465111	-5288.53193857
-52.80587	29.572642	-20.967795	512.059137854	-25.3521687308	-5215.35207331
-52.789185	29.569207	-19.574998	511.702837226	-25.7540694466	-5160.91928779
-52.7725	29.565771	-18.337856	511.665270551	-25.8337528599	-5126.73346412
-52.755815	29.562336	-17.499014	512.437323329	-25.1007204307	-5128.79839397
-52.739129	29.558901	-17.054296	513.526345598	-24.048057723	-5158.84306303
